Bus Number,Today's Date,Service Date,Bus Missed Revenue,Missed Revenue Block Number,Missed Revenue Route,Start Time for Missed Revenue,End Time for Missed Revenue,Reason for Missed Revenue,Other Reason Here,Replacement Vehicle?,Missed Revenue Duration,Missed Revenue Duration Minutes,Missed Trip Fraction
1132.0,2023-08-27 20:06:02,2023-08-25,Yes,603.0,RS-DP,21:10:00,21:20:00,Mechanical,Not Specified,0.0,00:10,10.0,0.25
1137.0,2023-08-27 20:06:02,2023-08-25,Yes,601.0,RS-DP,17:00:00,18:53:00,Mechanical,Not Specified,0.0,01:53,113.0,2.825
1139.0,2023-08-27 20:06:02,2023-08-25,Yes,107.0,GT-US,20:25:00,20:55:00,Mechanical,Not Specified,0.0,00:30,30.0,0.25
2012.0,2023-08-27 20:06:02,2023-08-25,Yes,604.0,RS-DP,11:30:00,14:19:00,Mechanical,Not Specified,0.0,02:49,169.0,4.225
2101.0,2023-08-27 20:06:02,2023-08-25,Yes,603.0,GT-US,01:20:00,03:08:00,Other,Operator Emergency,0.0,01:48,108.0,0.9
2102.0,2023-08-27 20:06:02,2023-08-25,Yes,709.0,CH-US,07:30:00,10:20:00,Other,Late Revenue,0.0,02:50,170.0,1.1333333333333333
2114.0,2023-08-27 20:06:02,2023-08-25,Yes,806.0,NMS,10:34:00,11:25:00,Mechanical,Not Specified,0.0,00:51,51.0,0.85
2126.0,2023-08-27 20:06:02,2023-08-25,Yes,201.0,WP-AM,14:50:00,15:15:00,Other,Late Revenue,0.0,00:25,25.0,0.4166666666666667
3001.0,2023-08-27 20:06:02,2023-08-25,Yes,252.0,WP-AM,17:40:00,22:40:00,Other,Late Revenue,0.0,05:00,300.0,5.0
3003.0,2023-08-27 20:06:02,2023-08-25,Yes,252.0,WP-AM,12:40:00,14:27:00,Mechanical,Not Specified,0.0,01:47,107.0,1.7833333333333334
3009.0,2023-08-27 20:06:02,2023-08-25,Yes,752.0,CH-US,16:40:00,17:40:00,Other,Late Revenue,0.0,01:00,60.0,0.4
1131.0,2023-08-25 13:56:40,2023-08-24,Yes,605.0,RS-DP,17:50:00,18:50:00,Mechanical,Not Specified,0.0,01:00,60.0,1.5
1131.0,2023-08-25 13:56:40,2023-08-24,Yes,605.0,RS-DP,07:50:00,08:23:00,Absenteeism,Not Specified,0.0,00:33,33.0,0.825
1131.0,2023-08-25 13:56:40,2023-08-24,Yes,605.0,RS-DP,16:20:00,18:50:00,Mechanical,Not Specified,0.0,02:30,150.0,3.75
1140.0,2023-08-25 13:56:40,2023-08-24,Yes,112.0,GT-US,15:40:00,16:37:00,Vehicle Availability,Not Specified,0.0,00:57,57.0,0.475
1142.0,2023-08-25 13:56:40,2023-08-24,Yes,601.0,RS-DP,15:30:00,18:22:00,Mechanical,Not Specified,0.0,02:52,172.0,4.3
1143.0,2023-08-25 13:56:40,2023-08-24,Yes,603.0,RS-DP,06:20:00,08:20:00,Manpower,Not Specified,0.0,02:00,120.0,3.0
2004.0,2023-08-25 13:56:40,2023-08-24,Yes,103.0,GT-US,09:00:00,09:25:00,Vehicle Availability,Not Specified,0.0,00:25,25.0,0.20833333333333334
2005.0,2023-08-25 13:56:40,2023-08-24,Yes,603.0,RS-DP,13:30:00,14:09:00,Mechanical,Not Specified,0.0,00:39,39.0,0.975
2007.0,2023-08-25 13:56:40,2023-08-24,Yes,110.0,GT-US,10:30:00,11:39:00,Absenteeism,Not Specified,0.0,01:09,69.0,0.575
2007.0,2023-08-25 13:56:40,2023-08-24,Yes,110.0,GT-US,06:40:00,08:30:00,Vehicle Availability,Not Specified,0.0,01:50,110.0,0.9166666666666666
2015.0,2023-08-25 13:56:40,2023-08-24,Yes,701.0,CH-US,06:00:00,06:40:00,Absenteeism,Not Specified,0.0,00:40,40.0,0.26666666666666666
2017.0,2023-08-25 13:56:40,2023-08-24,Yes,801.0,NMS,08:10:00,09:20:00,Mechanical,Not Specified,0.0,01:10,70.0,1.1666666666666667
2102.0,2023-08-25 13:56:40,2023-08-24,Yes,207.0,WP-AM,19:10:00,20:40:00,Vehicle Availability,Not Specified,0.0,01:30,90.0,1.5
2104.0,2023-08-25 13:56:40,2023-08-24,Yes,601.0,RS-DP,18:30:00,19:00:00,Vehicle Availability,Not Specified,0.0,00:30,30.0,0.75
2104.0,2023-08-25 13:56:40,2023-08-24,Yes,601.0,RS-DP,14:30:00,14:42:00,Other,Waiting For Shuttle,0.0,00:12,12.0,0.3
2110.0,2023-08-25 13:56:40,2023-08-24,Yes,605.0,RS-DP,20:50:00,00:14:00,Manpower,Not Specified,0.0,03:24,204.0,5.1
2110.0,2023-08-25 13:56:40,2023-08-24,Yes,708.0,CH-US,06:30:00,08:44:00,Vehicle Availability,Not Specified,0.0,02:14,134.0,0.8933333333333333
2112.0,2023-08-25 13:56:40,2023-08-24,Yes,709.0,CH-US,12:00:00,14:30:00,Vehicle Availability,Not Specified,0.0,02:30,150.0,1.0
2113.0,2023-08-25 13:56:40,2023-08-24,Yes,502.0,EM-LP,17:10:00,20:00:00,Mechanical,Not Specified,0.0,02:50,170.0,2.8333333333333335
2114.0,2023-08-25 13:56:40,2023-08-24,Yes,109.0,GT-US,06:50:00,07:40:00,Vehicle Availability,Not Specified,0.0,00:50,50.0,0.4166666666666667
2118.0,2023-08-25 13:56:40,2023-08-24,Yes,710.0,CH-US,15:20:00,16:40:00,Vehicle Availability,Not Specified,0.0,01:20,80.0,0.5333333333333333
2123.0,2023-08-25 13:56:40,2023-08-24,Yes,113.0,GT-US,17:20:00,21:06:00,Vehicle Availability,Not Specified,0.0,03:46,226.0,1.8833333333333333
2124.0,2023-08-25 13:56:40,2023-08-24,Yes,104.0,GT-US,10:10:00,11:39:00,Mechanical,Not Specified,0.0,01:29,89.0,0.7416666666666667
3001.0,2023-08-25 13:56:40,2023-08-24,Yes,0.0,EM-LP,06:20:00,06:59:00,Vehicle Availability,Not Specified,0.0,00:39,39.0,0.65
3001.0,2023-08-25 13:56:40,2023-08-24,Yes,251.0,RS-DP,16:00:00,16:10:00,Vehicle Availability,Not Specified,0.0,00:10,10.0,0.25
3003.0,2023-08-25 13:56:40,2023-08-24,Yes,752.0,CH-US,12:41:00,12:58:00,Mechanical,Not Specified,0.0,00:17,17.0,0.11333333333333333
3003.0,2023-08-25 13:56:40,2023-08-24,Yes,851.0,NMS,16:10:00,19:39:00,Vehicle Availability,Not Specified,0.0,03:29,209.0,3.4833333333333334
3003.0,2023-08-25 13:56:40,2023-08-24,Yes,752.0,CH-US,09:50:00,12:02:00,Vehicle Availability,Not Specified,0.0,02:12,132.0,0.88
3003.0,2023-08-25 13:56:40,2023-08-24,Yes,752.0,CH-US,16:10:00,19:39:00,Vehicle Availability,Not Specified,0.0,03:29,209.0,1.3933333333333333
3006.0,2023-08-25 13:56:40,2023-08-24,Yes,851.0,NMS,07:50:00,09:50:00,Vehicle Availability,Not Specified,0.0,02:00,120.0,2.0
3008.0,2023-08-25 13:56:40,2023-08-24,Yes,552.0,EM-LP,09:50:00,10:24:00,Vehicle Availability,Not Specified,0.0,00:34,34.0,0.5666666666666667
3008.0,2023-08-25 13:56:40,2023-08-24,Yes,752.0,CH-US,16:40:00,19:18:00,Vehicle Availability,Not Specified,0.0,02:38,158.0,1.0533333333333332
3011.0,2023-08-25 13:56:40,2023-08-24,Yes,251.0,WP-AM,06:30:00,08:50:00,Vehicle Availability,Not Specified,0.0,02:20,140.0,2.3333333333333335
3011.0,2023-08-25 13:56:40,2023-08-24,Yes,151.0,GT-US,20:10:00,20:40:00,Vehicle Availability,Not Specified,0.0,00:30,30.0,0.25
3014.0,2023-08-25 13:56:40,2023-08-24,Yes,251.0,WP-AM,15:40:00,16:23:00,Vehicle Availability,Not Specified,0.0,00:43,43.0,0.7166666666666667
1131.0,2023-08-24 11:39:14,2023-08-23,Yes,105.0,GT-US,11:10:00,12:59:00,Mechanical,Not Specified,0.0,01:49,109.0,0.9083333333333333
1140.0,2023-08-24 11:39:14,2023-08-23,Yes,205.0,WP-AM,12:38:00,12:57:00,Accident,Not Specified,0.0,00:19,19.0,0.31666666666666665
1142.0,2023-08-24 11:39:14,2023-08-23,Yes,105.0,GT-US,07:20:00,08:29:00,Mechanical,Not Specified,1131.0,01:09,69.0,0.575
1142.0,2023-08-24 11:39:14,2023-08-23,Yes,111.0,GT-US,17:00:00,18:14:00,Vehicle Availability,Not Specified,0.0,01:14,74.0,0.6166666666666667
2001.0,2023-08-24 11:39:14,2023-08-23,Yes,201.0,WP-AM,17:10:00,21:10:00,Vehicle Availability,Not Specified,0.0,04:00,240.0,4.0
2008.0,2023-08-24 11:39:14,2023-08-23,Yes,705.0,CH-US,18:00:00,19:30:00,Vehicle Availability,Not Specified,0.0,01:30,90.0,0.6
2011.0,2023-08-24 11:39:14,2023-08-23,Yes,710.0,CH-US,15:20:00,16:20:00,Vehicle Availability,Not Specified,0.0,01:00,60.0,0.4
2012.0,2023-08-24 11:39:14,2023-08-23,Yes,604.0,RS-DP,15:20:00,16:12:00,Mechanical,Not Specified,0.0,00:52,52.0,1.3
2014.0,2023-08-24 11:39:14,2023-08-23,Yes,503.0,EM-LP,16:01:00,17:30:00,Accident,Not Specified,0.0,01:29,89.0,1.4833333333333334
2015.0,2023-08-24 11:39:14,2023-08-23,Yes,102.0,GT-US,17:23:00,21:11:00,Biohazard,Not Specified,0.0,03:48,228.0,1.9
2101.0,2023-08-24 11:39:14,2023-08-23,Yes,110.0,GT-US,06:20:00,07:40:00,Vehicle Availability,Not Specified,0.0,01:20,80.0,0.6666666666666666
2102.0,2023-08-24 11:39:14,2023-08-23,Yes,109.0,GT-US,11:57:00,13:02:00,Mechanical,Not Specified,0.0,01:05,65.0,0.5416666666666666
2109.0,2023-08-24 11:39:14,2023-08-23,Yes,709.0,CH-US,17:20:00,19:00:00,Mechanical,Not Specified,0.0,01:40,100.0,0.6666666666666666
2114.0,2023-08-24 11:39:14,2023-08-23,Yes,112.0,GT-US,19:30:00,22:18:00,Vehicle Availability,Not Specified,0.0,02:48,168.0,1.4
2115.0,2023-08-24 11:39:14,2023-08-23,Yes,705.0,CH-US,16:37:00,17:53:00,Mechanical,Not Specified,0.0,01:16,76.0,0.5066666666666667
3004.0,2023-08-24 11:39:14,2023-08-23,Yes,651.0,RS-DP,14:30:00,15:52:00,Mechanical,Not Specified,0.0,01:22,82.0,2.05
3008.0,2023-08-24 11:39:14,2023-08-23,Yes,652.0,RS-DP,16:00:00,18:14:00,Vehicle Availability,Not Specified,0.0,02:14,134.0,3.35
3009.0,2023-08-24 11:39:14,2023-08-23,Yes,251.0,WP-AM,15:55:00,19:50:00,Mechanical,Not Specified,3001.0,03:55,235.0,3.9166666666666665
3009.0,2023-08-24 11:39:14,2023-08-23,Yes,151.0,GT-US,20:10:00,23:58:00,Mechanical,Not Specified,0.0,03:48,228.0,1.9
1143.0,2023-08-23 13:21:30,2023-08-22,Yes,201.0,WP-AM,20:00:00,21:10:00,Mechanical,Not Specified,0.0,01:10,70.0,1.1666666666666667
2001.0,2023-08-23 13:21:30,2023-08-22,Yes,202.0,WP-AM,13:50:00,14:06:00,Other,Waiting For Shuttle,0.0,00:16,16.0,0.26666666666666666
2002.0,2023-08-23 13:21:30,2023-08-22,Yes,207.0,WP-AM,19:30:00,21:09:00,Vehicle Availability,Not Specified,0.0,01:39,99.0,1.65
2004.0,2023-08-23 13:21:30,2023-08-22,Yes,710.0,CH-US,15:20:00,16:10:00,Vehicle Availability,Not Specified,0.0,00:50,50.0,0.3333333333333333
2005.0,2023-08-23 13:21:30,2023-08-22,Yes,704.0,CH-US,17:00:00,18:00:00,Mechanical,Not Specified,0.0,01:00,60.0,0.4
2010.0,2023-08-23 13:21:30,2023-08-22,Yes,801.0,NMS,12:12:00,13:00:00,Accident,Not Specified,0.0,00:48,48.0,0.8
2011.0,2023-08-23 13:21:30,2023-08-22,Yes,113.0,GT-US,17:40:00,18:49:00,Vehicle Availability,Not Specified,0.0,01:09,69.0,0.575
2017.0,2023-08-23 13:21:30,2023-08-22,Yes,203.0,WP-AM,20:30:00,21:00:00,Vehicle Availability,Not Specified,0.0,00:30,30.0,0.5
2103.0,2023-08-23 13:21:30,2023-08-22,Yes,107.0,GT-US,13:30:00,14:35:00,Vehicle Availability,Not Specified,0.0,01:05,65.0,0.5416666666666666
2105.0,2023-08-23 13:21:30,2023-08-22,Yes,751.0,CH-US,06:40:00,08:10:00,Vehicle Availability,Not Specified,0.0,01:30,90.0,0.6
2111.0,2023-08-23 13:21:30,2023-08-22,Yes,701.0,CH-US,16:55:00,19:03:00,Absenteeism,Not Specified,0.0,02:08,128.0,0.8533333333333334
2120.0,2023-08-23 13:21:30,2023-08-22,Yes,111.0,GT-US,14:50:00,15:36:00,Vehicle Availability,Not Specified,0.0,00:46,46.0,0.38333333333333336
2124.0,2023-08-23 13:21:30,2023-08-22,Yes,108.0,GT-US,12:20:00,13:37:00,Mechanical,Not Specified,0.0,01:17,77.0,0.6416666666666667
2125.0,2023-08-23 13:21:30,2023-08-22,Yes,709.0,CH-US,12:00:00,14:30:00,Vehicle Availability,Not Specified,0.0,02:30,150.0,1.0
2126.0,2023-08-23 13:21:30,2023-08-22,Yes,109.0,GT-US,06:50:00,07:44:00,Vehicle Availability,Not Specified,0.0,00:54,54.0,0.45
3004.0,2023-08-23 13:21:30,2023-08-22,Yes,851.0,NMS,16:10:00,17:10:00,Vehicle Availability,Not Specified,0.0,01:00,60.0,1.0
3005.0,2023-08-23 13:21:30,2023-08-22,Yes,251.0,WP-AM,07:40:00,10:00:00,Accident,Not Specified,0.0,02:20,140.0,2.3333333333333335
3006.0,2023-08-23 13:21:30,2023-08-22,Yes,851.0,NMS,07:50:00,09:55:00,Vehicle Availability,Not Specified,0.0,02:05,125.0,2.0833333333333335
3007.0,2023-08-23 13:21:30,2023-08-22,Yes,652.0,RS-DP,16:00:00,18:38:00,Vehicle Availability,Not Specified,0.0,02:38,158.0,3.95
1137.0,2023-08-22 10:44:29,2023-08-21,Yes,604.0,RS-DP,08:50:00,11:09:00,Mechanical,Not Specified,0.0,02:19,139.0,3.475
1142.0,2023-08-22 10:44:29,2023-08-21,Yes,204.0,WP-AM,11:40:00,12:37:00,Mechanical,Not Specified,0.0,00:57,57.0,0.95
2001.0,2023-08-22 10:44:29,2023-08-21,Yes,704.0,CH-US,11:50:00,15:03:00,Mechanical,Not Specified,0.0,03:13,193.0,1.2866666666666666
2004.0,2023-08-22 10:44:29,2023-08-21,Yes,710.0,CH-US,15:20:00,16:10:00,Vehicle Availability,Not Specified,0.0,00:50,50.0,0.3333333333333333
2005.0,2023-08-22 10:44:29,2023-08-21,Yes,604.0,RS-DP,20:20:00,21:10:00,Vehicle Availability,Not Specified,0.0,00:50,50.0,1.25
2008.0,2023-08-22 10:44:29,2023-08-21,Yes,103.0,GT-US,09:00:00,09:35:00,Other,Waiting For Shuttle,0.0,00:35,35.0,0.2916666666666667
2012.0,2023-08-22 10:44:29,2023-08-21,Yes,204.0,WP-AM,16:20:00,18:09:00,Vehicle Availability,Not Specified,0.0,01:49,109.0,1.8166666666666667
2017.0,2023-08-22 10:44:29,2023-08-21,Yes,112.0,GT-US,19:30:00,21:30:00,Vehicle Availability,Not Specified,0.0,02:00,120.0,1.0
2105.0,2023-08-22 10:44:29,2023-08-21,Yes,113.0,GT-US,17:40:00,21:06:00,Vehicle Availability,Not Specified,0.0,03:26,206.0,1.7166666666666666
2110.0,2023-08-22 10:44:29,2023-08-21,Yes,109.0,GT-US,06:50:00,09:58:00,Vehicle Availability,Not Specified,0.0,03:08,188.0,1.5666666666666667
2113.0,2023-08-22 10:44:29,2023-08-21,Yes,704.0,CH-US,17:00:00,17:44:00,Vehicle Availability,Not Specified,0.0,00:44,44.0,0.29333333333333333
2123.0,2023-08-22 10:44:29,2023-08-21,Yes,207.0,WP-AM,19:30:00,21:10:00,Vehicle Availability,Not Specified,0.0,01:40,100.0,1.6666666666666667
3004.0,2023-08-22 10:44:29,2023-08-21,Yes,652.0,RS-DP,20:00:00,20:30:00,Vehicle Availability,Not Specified,0.0,00:30,30.0,0.75
3006.0,2023-08-22 10:44:29,2023-08-21,Yes,251.0,WP-AM,15:50:00,18:10:00,Vehicle Availability,Not Specified,0.0,02:20,140.0,2.3333333333333335
1139.0,2023-08-21 11:49:14,2023-08-20,Yes,605.0,RS-DP,09:50:00,11:20:00,Mechanical,Not Specified,0.0,01:30,90.0,2.25
1142.0,2023-08-21 11:49:14,2023-08-20,Yes,604.0,RS-DP,10:20:00,12:40:00,Mechanical,Not Specified,0.0,02:20,140.0,3.5
1143.0,2023-08-21 11:49:14,2023-08-20,Yes,104.0,GT-US,16:50:00,18:51:00,Mechanical,Not Specified,0.0,02:01,121.0,1.0083333333333333
2002.0,2023-08-21 11:49:14,2023-08-20,Yes,206.0,WP-AM,19:30:00,20:40:00,Vehicle Availability,Not Specified,0.0,01:10,70.0,1.1666666666666667
2004.0,2023-08-21 11:49:14,2023-08-20,Yes,110.0,GT-US,07:40:00,08:44:00,Vehicle Availability,Not Specified,0.0,01:04,64.0,0.5333333333333333
2004.0,2023-08-21 11:49:14,2023-08-20,Yes,110.0,GT-US,11:00:00,11:18:00,Other,Late Shuttle Transport,0.0,00:18,18.0,0.15
2005.0,2023-08-21 11:49:14,2023-08-20,Yes,707.0,CH-US,10:00:00,11:12:00,Mechanical,Not Specified,0.0,01:12,72.0,0.48
2005.0,2023-08-21 11:49:14,2023-08-20,Yes,707.0,CH-US,18:43:00,18:51:00,Mechanical,Not Specified,0.0,00:08,8.0,0.05333333333333334
2005.0,2023-08-21 11:49:14,2023-08-20,Yes,707.0,CH-US,07:30:00,08:20:00,Vehicle Availability,Not Specified,0.0,00:50,50.0,0.3333333333333333
2012.0,2023-08-21 11:49:14,2023-08-20,Yes,108.0,GT-US,19:10:00,21:30:00,Mechanical,Not Specified,2124.0,02:20,140.0,1.1666666666666667
2103.0,2023-08-21 11:49:14,2023-08-20,Yes,701.0,CH-US,16:00:00,18:33:00,Mechanical,Not Specified,0.0,02:33,153.0,1.02
2103.0,2023-08-21 11:49:14,2023-08-20,Yes,201.0,WP-AM,15:50:00,18:15:00,Vehicle Availability,Not Specified,0.0,02:25,145.0,2.4166666666666665
2112.0,2023-08-21 11:49:14,2023-08-20,Yes,703.0,CH-US,08:50:00,09:50:00,Mechanical,Not Specified,0.0,01:00,60.0,0.4
2112.0,2023-08-21 11:49:14,2023-08-20,Yes,709.0,CH-US,07:50:00,11:41:00,Vehicle Availability,Not Specified,0.0,03:51,231.0,1.54
2115.0,2023-08-21 11:49:14,2023-08-20,Yes,106.0,GT-US,15:00:00,17:00:00,Vehicle Availability,Not Specified,0.0,02:00,120.0,1.0
2115.0,2023-08-21 11:49:14,2023-08-20,Yes,112.0,GT-US,20:10:00,20:42:00,Vehicle Availability,Not Specified,0.0,00:32,32.0,0.26666666666666666
2116.0,2023-08-21 11:49:14,2023-08-20,Yes,111.0,GT-US,19:40:00,20:30:00,Vehicle Availability,Not Specified,0.0,00:50,50.0,0.4166666666666667
2124.0,2023-08-21 11:49:14,2023-08-20,Yes,502.0,EM-LP,14:50:00,15:30:00,Mechanical,Not Specified,0.0,00:40,40.0,0.6666666666666666
3011.0,2023-08-21 11:49:14,2023-08-20,Yes,251.0,WP-AM,15:40:00,16:38:00,Mechanical,Not Specified,0.0,00:58,58.0,0.9666666666666667
2004.0,2023-08-21 09:33:03,2023-08-19,Yes,705.0,CH-US,14:40:00,15:15:00,Other,Late Revenue,0.0,00:35,35.0,0.23333333333333334
2007.0,2023-08-21 09:33:03,2023-08-19,Yes,601.0,RS-DP,17:00:00,17:49:00,Other,Late Revenue,0.0,00:49,49.0,1.225
2017.0,2023-08-21 09:33:03,2023-08-19,Yes,704.0,CH-US,12:10:00,13:20:00,Biohazard,Not Specified,0.0,01:10,70.0,0.4666666666666667
2110.0,2023-08-21 09:33:03,2023-08-19,Yes,701.0,CH-US,14:40:00,13:05:00,Other,Operator Illness,0.0,22:25,1345.0,8.966666666666667
2113.0,2023-08-21 09:33:03,2023-08-19,Yes,707.0,CH-US,12:30:00,12:50:00,Mechanical,Not Specified,0.0,00:20,20.0,0.13333333333333333
2125.0,2023-08-21 09:33:03,2023-08-19,Yes,706.0,CH-US,10:00:00,12:18:00,Mechanical,Not Specified,0.0,02:18,138.0,0.92
3006.0,2023-08-21 09:33:03,2023-08-19,Yes,651.0,RS-DP,16:40:00,17:29:00,Mechanical,Not Specified,0.0,00:49,49.0,1.225
1137.0,2023-08-21 08:58:24,2023-08-18,Yes,106.0,GT-US,18:35:00,20:13:00,Mechanical,Not Specified,0.0,01:38,98.0,0.8166666666666667
1138.0,2023-08-21 08:58:24,2023-08-18,Yes,206.0,WP-AM,22:00:00,03:37:00,Accident,Not Specified,0.0,05:37,337.0,5.616666666666666
2008.0,2023-08-21 08:58:24,2023-08-18,Yes,102.0,GT-US,20:00:00,22:00:00,Other,Late Revenue,0.0,02:00,120.0,1.0
2010.0,2023-08-21 08:58:24,2023-08-18,Yes,501.0,EM-LP,06:00:00,07:09:00,Other,Late Revenue,0.0,01:09,69.0,1.15
2012.0,2023-08-21 08:58:24,2023-08-18,Yes,505.0,EM-LP,08:20:00,09:34:00,Mechanical,Not Specified,0.0,01:14,74.0,1.2333333333333334
2101.0,2023-08-21 08:58:24,2023-08-18,Yes,805.0,NMS,10:00:00,13:25:00,Mechanical,Not Specified,0.0,03:25,205.0,3.4166666666666665
2101.0,2023-08-21 08:58:24,2023-08-18,Yes,805.0,NMS,08:45:00,09:54:00,Mechanical,Not Specified,0.0,01:09,69.0,1.15
2104.0,2023-08-21 08:58:24,2023-08-18,Yes,204.0,WP-AM,20:50:00,21:33:00,Other,Audit Bus,0.0,00:43,43.0,0.7166666666666667
2111.0,2023-08-21 08:58:24,2023-08-18,Yes,102.0,GT-US,17:35:00,19:53:00,Accident,Not Specified,0.0,02:18,138.0,1.15
2122.0,2023-08-21 08:58:24,2023-08-18,Yes,702.0,CH-US,08:20:00,09:50:00,Other,Late Revenue,0.0,01:30,90.0,0.6
3004.0,2023-08-21 08:58:24,2023-08-18,Yes,551.0,EM-LP,06:20:00,07:50:00,Other,Late Revenue,0.0,01:30,90.0,1.5
1132.0,2023-08-18 14:07:55,2023-08-17,Yes,603.0,RS-DP,10:40:00,12:29:00,Mechanical,Not Specified,0.0,01:49,109.0,2.725
2001.0,2023-08-18 14:07:55,2023-08-17,Yes,112.0,GT-US,19:30:00,20:51:00,Vehicle Availability,Not Specified,0.0,01:21,81.0,0.675
2005.0,2023-08-18 14:07:55,2023-08-17,Yes,108.0,GT-US,06:30:00,07:11:00,Vehicle Availability,Not Specified,0.0,00:41,41.0,0.3416666666666667
2006.0,2023-08-18 14:07:55,2023-08-17,Yes,503.0,EM-LP,13:26:00,14:32:00,Mechanical,Not Specified,0.0,01:06,66.0,1.1
2007.0,2023-08-18 14:07:55,2023-08-17,Yes,708.0,CH-US,06:30:00,07:50:00,Vehicle Availability,Not Specified,0.0,01:20,80.0,0.5333333333333333
2011.0,2023-08-18 14:07:55,2023-08-17,Yes,706.0,CH-US,08:50:00,11:08:00,Mechanical,Not Specified,0.0,02:18,138.0,0.92
2012.0,2023-08-18 14:07:55,2023-08-17,Yes,802.0,NMS,16:51:00,17:40:00,Mechanical,Not Specified,0.0,00:49,49.0,0.8166666666666667
2017.0,2023-08-18 14:07:55,2023-08-17,Yes,703.0,CH-US,09:20:00,11:00:00,Absenteeism,Not Specified,0.0,01:40,100.0,0.6666666666666666
2105.0,2023-08-18 14:07:55,2023-08-17,Yes,801.0,NMS,16:30:00,18:24:00,Mechanical,Not Specified,0.0,01:54,114.0,1.9
2114.0,2023-08-18 14:07:55,2023-08-17,Yes,752.0,CH-US,09:50:00,11:00:00,Vehicle Availability,Not Specified,0.0,01:10,70.0,0.4666666666666667
2114.0,2023-08-18 14:07:55,2023-08-17,Yes,551.0,EM-LP,06:20:00,08:00:00,Vehicle Availability,Not Specified,0.0,01:40,100.0,1.6666666666666667
2114.0,2023-08-18 14:07:55,2023-08-17,Yes,506.0,EM-LP,17:20:00,17:53:00,Vehicle Availability,Not Specified,0.0,00:33,33.0,0.55
2116.0,2023-08-18 14:07:55,2023-08-17,Yes,706.0,CH-US,17:58:00,19:04:00,Passenger Incident,Not Specified,0.0,01:06,66.0,0.44
2126.0,2023-08-18 14:07:55,2023-08-17,Yes,702.0,CH-US,15:50:00,17:29:00,Mechanical,Not Specified,0.0,01:39,99.0,0.66
2126.0,2023-08-18 14:07:55,2023-08-17,Yes,652.0,RS-DP,20:00:00,20:17:00,Vehicle Availability,Not Specified,0.0,00:17,17.0,0.425
3006.0,2023-08-18 14:07:55,2023-08-17,Yes,252.0,WP-AM,11:10:00,12:50:00,Vehicle Availability,Not Specified,0.0,01:40,100.0,1.6666666666666667
3014.0,2023-08-18 14:07:55,2023-08-17,Yes,552.0,EM-LP,09:50:00,10:42:00,Vehicle Availability,Not Specified,0.0,00:52,52.0,0.8666666666666667
1130.0,2023-08-17 13:20:41,2023-08-16,Yes,104.0,GT-US,16:00:00,20:48:00,Mechanical,Not Specified,2111.0,04:48,288.0,2.4
1143.0,2023-08-17 13:20:41,2023-08-16,Yes,605.0,RS-DP,09:50:00,11:39:00,Mechanical,Not Specified,0.0,01:49,109.0,2.725
1143.0,2023-08-17 13:20:41,2023-08-16,Yes,206.0,WP-AM,16:50:00,19:10:00,Vehicle Availability,Not Specified,0.0,02:20,140.0,2.3333333333333335
2005.0,2023-08-17 13:20:41,2023-08-16,Yes,652.0,RS-DP,16:00:00,18:00:00,Vehicle Availability,Not Specified,0.0,02:00,120.0,3.0
2007.0,2023-08-17 13:20:41,2023-08-16,Yes,112.0,GT-US,19:30:00,20:30:00,Vehicle Availability,Not Specified,0.0,01:00,60.0,0.5
2010.0,2023-08-17 13:20:41,2023-08-16,Yes,106.0,GT-US,12:10:00,13:59:00,Mechanical,Not Specified,0.0,01:49,109.0,0.9083333333333333
2011.0,2023-08-17 13:20:41,2023-08-16,Yes,702.0,CH-US,13:20:00,14:53:00,Mechanical,Not Specified,0.0,01:33,93.0,0.62
2011.0,2023-08-17 13:20:41,2023-08-16,Yes,207.0,WP-AM,19:30:00,21:50:00,Vehicle Availability,Not Specified,0.0,02:20,140.0,2.3333333333333335
2015.0,2023-08-17 13:20:41,2023-08-16,Yes,804.0,NMS,15:50:00,16:30:00,Vehicle Availability,Not Specified,0.0,00:40,40.0,0.6666666666666666
2016.0,2023-08-17 13:20:41,2023-08-16,Yes,604.0,RS-DP,15:20:00,15:45:00,Other,Late Shuttle To Route,0.0,00:25,25.0,0.625
2103.0,2023-08-17 13:20:41,2023-08-16,Yes,701.0,CH-US,13:06:00,13:58:00,Other,Emergency Personnel Closed Road For Fire On Mlk Ave,0.0,00:52,52.0,0.3466666666666667
2103.0,2023-08-17 13:20:41,2023-08-16,Yes,701.0,CH-US,14:10:00,15:41:00,Other,Emergency Personnel Closed Road For Fire On Mlk Ave,0.0,01:31,91.0,0.6066666666666667
2104.0,2023-08-17 13:20:41,2023-08-16,Yes,201.0,WP-AM,10:10:00,11:07:00,Other,Per Safety Request Bus Returned To Base,0.0,00:57,57.0,0.95
2109.0,2023-08-17 13:20:41,2023-08-16,Yes,505.0,EM-LP,13:37:00,15:38:00,Mechanical,Not Specified,0.0,02:01,121.0,2.0166666666666666
2110.0,2023-08-17 13:20:41,2023-08-16,Yes,709.0,CH-US,12:00:00,15:35:00,Vehicle Availability,Not Specified,0.0,03:35,215.0,1.4333333333333333
2111.0,2023-08-17 13:20:41,2023-08-16,Yes,802.0,NMS,10:40:00,11:42:00,Other,Per Safety Request Bus Returned To Base,0.0,01:02,62.0,1.0333333333333334
